Date,SPY
2003-08-21,101.519997
2003-08-22,101.82
2003-08-25,100.83000200000001
2003-08-26,100.389999
2003-08-27,100.360001
2003-08-28,101.0
2003-08-29,101.480003
2003-09-02,102.879997
2003-09-03,103.699997
2003-09-04,103.550003
2003-09-05,103.550003
2003-09-08,103.879997
2003-09-09,103.459999
2003-09-10,102.800003
2003-09-11,102.760002
2003-09-12,102.639999
2003-09-15,102.629997
2003-09-16,103.639999
2003-09-17,103.790001
2003-09-18,104.699997
2003-09-19,104.599998
2003-09-22,102.959999
2003-09-23,103.290001
2003-09-24,103.220001
2003-09-25,101.879997
2003-09-26,100.660004
2003-09-29,100.989998
2003-09-30,100.760002
2003-10-01,102.18
2003-10-02,102.559998
2003-10-03,104.279999
2003-10-06,103.989998
2003-10-07,104.309998
2003-10-08,104.389999
2003-10-09,105.220001
2003-10-10,104.599998
2003-10-13,105.290001
2003-10-14,105.43
2003-10-15,105.889999
2003-10-16,105.730003
2003-10-17,105.629997
2003-10-20,105.040001
2003-10-21,105.279999
2003-10-22,104.190002
2003-10-23,103.949997
2003-10-24,103.58000200000001
2003-10-27,104.18
2003-10-28,105.150002
2003-10-29,105.43
2003-10-30,105.970001
2003-10-31,105.739998
2003-11-03,106.610001
2003-11-04,106.269997
2003-11-05,105.970001
2003-11-06,106.440002
2003-11-07,106.720001
2003-11-10,105.839996
2003-11-11,105.33000200000001
2003-11-12,106.470001
2003-11-13,106.540001
2003-11-14,106.949997
2003-11-17,105.139999
2003-11-18,105.449997
2003-11-19,105.010002
2003-11-20,105.239998
2003-11-21,104.33000200000001
2003-11-24,105.779999
2003-11-25,106.41999799999999
2003-11-26,106.449997
2003-11-28,106.660004
2003-12-01,107.68
2003-12-02,107.769997
2003-12-03,108.08000200000001
2003-12-04,107.720001
2003-12-05,107.800003
2003-12-08,107.639999
2003-12-09,107.93
2003-12-10,106.980003
2003-12-11,108.099998
2003-12-12,108.199997
2003-12-15,109.230003
2003-12-16,108.5
2003-12-17,108.5
2003-12-18,109.730003
2003-12-19,109.370003
2003-12-22,109.660004
2003-12-23,109.949997
2003-12-24,109.879997
2003-12-26,110.08000200000001
2003-12-29,111.269997
2003-12-30,111.269997
2003-12-31,111.519997
2004-01-02,112.190002
2004-01-05,112.519997
2004-01-06,112.730003
2004-01-07,113.059998
2004-01-08,113.410004
2004-01-09,113.5
2004-01-12,113.25
2004-01-13,113.230003
2004-01-14,113.660004
2004-01-15,114.059998
2004-01-16,114.309998
2004-01-20,114.650002
2004-01-21,115.300003
2004-01-22,115.379997
2004-01-23,115.370003
2004-01-26,115.93
2004-01-27,116.5
2004-01-28,115.279999
2004-01-29,113.849998
2004-01-30,113.720001
2004-02-02,114.68
2004-02-03,114.139999
2004-02-04,113.730003
2004-02-05,113.540001
2004-02-06,114.699997
2004-02-09,114.870003
2004-02-10,115.139999
2004-02-11,116.389999
2004-02-12,116.269997
2004-02-13,116.199997
2004-02-17,116.43
2004-02-18,116.599998
2004-02-19,116.389999
2004-02-20,115.559998
2004-02-23,115.260002
2004-02-24,114.989998
2004-02-25,115.059998
2004-02-26,115.290001
2004-02-27,115.739998
2004-03-01,116.339996
2004-03-02,116.970001
2004-03-03,115.870003
2004-03-04,116.099998
2004-03-05,116.949997
2004-03-08,116.620003
2004-03-09,115.209999
2004-03-10,114.769997
2004-03-11,113.269997
2004-03-12,112.709999
2004-03-15,112.349998
2004-03-16,112.059998
2004-03-17,113.260002
